cluster_id,n,predicados_top,ejemplos,tipo_label
reltype:044,199,"[[""revisar"", 38], [""verificar"", 37], [""verificar en"", 21], [""verificar para"", 18], [""se verificar"", 11], [""revisar con"", 8], [""conferir en"", 6], [""se revisar en"", 6]]","[""Lee también: [ Elecciones 2026: ONPE comprobará hoy funcionalidad del sistema de cómputo electoral ] De acuerdo a esta norma se conformarán los consejos directivos del Organismo Supervisor de Inversión Privada en Telecomunicaciones ( Osiptel ), Organismo Supervisor de la Inversión en Energía y Minería ( Osinergmin ), Organismo Supervisor de la Inversión Privada en Infraestructura de Transporte de Uso Público ( Ositran ) y Superintendencia Nacional de Servicios de Saneamiento ( Sunass )."", ""Multan con S/147,446 a universidad chiclayana por no brindar servicio idóneo a estudiantes\nLa Comisión de la Oficina Regional del Indecopi en Lambayeque sancionó a la Universidad Señor de Sipán S.A.C., en la región Lambayeque, con una multa total de 27.56 UIT (equivalente a S/147 446), tras comprobar que vulneró los derechos de dos estudiantes a quienes no brindó ni garantizó un servicio idóneo, según lo establecido en el Código de Protección y Defensa del Consumidor."", ""La Comisión de la Oficina Regional del Indecopi en Lambayeque sancionó a la Universidad Señor de Sipán S.A.C., en la región Lambayeque, con una multa total de 27.56 UIT (equivalente a S/147 446), tras comprobar que vulneró los derechos de dos estudiantes a quienes no brindó ni garantizó un servicio idóneo, según lo establecido en el Código de Protección y Defensa del Consumidor.""]",
reltype:045,196,"[[""favorecer"", 12], [""imponer"", 12], [""atraer para"", 10], [""fomentar"", 9], [""imponer a"", 9], [""imponer al"", 9], [""insistir"", 9], [""provocar"", 9]]","[""apoye traslado de material electoral en segunda vuelta\nEl presidente del Consejo de Ministros, Luis Arroyo Sánchez, anunció que en los próximos días se reunirá con las autoridades electorales para proponer que las Fuerzas Armadas apoyen en el traslado y custodia del material electoral durante la segunda vuelta presidencial que se realizará en junio de este año."", ""apoye traslado de material electoral en segunda vuelta Dicha operación es considerada una de las acciones militares más exitosas del mundo en operaciones de rescate de rehenes."", ""El Perú atrae cada año miles de turistas interesados no solo en admirar en directo sus múltiples y variados atractivos, sino también en practicar deportes como el surf, disciplina en la que nuestro país destaca a nivel mundial.""]",
reltype:046,196,"[[""publicar"", 122], [""publicar en"", 28], [""se publicar en"", 17], [""se publicar"", 8], [""publicar a"", 6], [""publicar durante"", 3], [""publicar para"", 3], [""publicar por"", 3]]","[""Economía y Finanzas Publican decreto supremo que autoriza Transferencia de Partidas en el Presupuesto del Sector Público para el Año Fiscal 2025 a favor de la Reserva de Contingencia y del Gobierno Regional de Amazonas."", ""Publican resolución que autoriza viaje de la presidenta Boluarte al Vaticano\nEl Congreso de la República publicó hoy la Resolución Legislativa Nº 32333 que autoriza a la presidenta Dina Boluarte Zegarra, a viajar al Vaticano."", ""El Congreso de la República publicó hoy la Resolución Legislativa Nº 32333 que autoriza a la presidenta Dina Boluarte Zegarra, a viajar al Vaticano.""]",
reltype:047,193,"[[""instalar"", 52], [""se instalar en"", 25], [""instalar en"", 24], [""se instalar"", 16], [""se instalar a"", 16], [""instalar con"", 10], [""instalar para"", 10], [""instalir"", 10]]","[""Gobierno instalará mesa de trabajo multisectorial para desarrollo de Pataz\nEl ministro de Energía y Minas, Jorge Montero Cornejo, anunció que, mediante resolución ministerial, se creará la Mesa de Trabajo Multisectorial para el Desarrollo Sostenible de la Provincia de Pataz (La Libertad), en la cual participarán los gobiernos locales, representantes de las rondas campesinas, organizaciones civiles, empresas mineras, y distintos sectores del Poder Ejecutivo, que serán convocados para la instalación y primera sesión de trabajo."", ""La Comitiva Oficial del Ejecutivo, integrada por los ministros de Energía y Minas, Defensa, Interior, Desarrollo e Inclusión Social y el Viceministerio del Ambiente, instaló la Mesa de Desarrollo Integral de la provincia de Pataz del departamento de La Libertad, junto a autoridades locales y representantes de la sociedad civil."", ""“ Instalamos este Centro de Empleo, a fin de trabajar juntos para atacar la inadecuación ocupacional, así como capacitar al capital humano chalaco, pues, según estudios recientes, el 75 % de las empresas tiene problemas para encontrar trabajadores que tengan competencias digitales, por ejemplo.""]",
reltype:048,175,"[[""instar a"", 97], [""instar"", 25], [""instar en"", 12], [""instar ante"", 8], [""infringio sobre"", 7], [""instar al"", 5], [""infringir"", 4], [""inhabilitar para"", 3]]","[""El Jurado Electoral Especial de Lima Centro 1 concluyó que el alcalde de Lima, Rafael López Aliaga, infringió el principio de neutralidad electoral al publicar en sus redes sociales personales contenido destinado a favorecer a la organización política Renovación Popular, en el marco de las Elecciones Generales 2026."", ""El Jurado Nacional de Elecciones (JNE) confirmó que el congresista Alejandro Aguinaga Recuenco, de Fuerza Popular, infringió el principio de neutralidad electoral al participar en actividades oficiales donde se exhibieron símbolos de su partido, en el contexto de las elecciones generales 2026."", ""Lee también: Presidenta Boluarte sostiene reunión bilateral con Luiz Inácio Lula da Silva En ese sentido, mediante Resolución N° 05473-2025-JEE-LIC1/JNE , declaró que López Aliaga Cazorla, infringió el Reglamento sobre Propaganda Electoral, Publicidad Estatal y Neutralidad en Periodo Electoral a través de publicaciones en sus redes sociales personales.""]",
reltype:049,169,"[[""investigar"", 41], [""estudiar en"", 21], [""investigar por"", 21], [""estudiar para"", 19], [""investigar a"", 13], [""investigar en"", 7], [""investigar para"", 7], [""investigar durante"", 6]]","[""Trabaja y estudia Derecho tras ser usuario de la pensión por discapacidad severa\nTodos lo llaman Carlitos y, de lunes a viernes, atiende por teléfono las consultas sobre los trámites de la pensión para personas con discapacidad severa, en situación de pobreza, que otorga el Ministerio de Desarrollo e Inclusión Social, a través del Programa Nacional Contigo."", ""Lee también: Científicos estudian uso de imágenes satelitales para el ordenamiento territorial Un mensaje de perseverancia A fines de 2025, la Unión Astronómica Internacional (UAI) anunció que bautizó un asteroide en honor a la programadora peruana Yakelin Lizbeth Romero Triviños , destacando su contribución al desarrollo tecnológico y la vigilancia espacial."", ""Con becas del Midis jóvenes talentos ayacuchanos estudiarán contabilidad y administración\nJóvenes talentos de centros poblados de Ayacucho accederán a becas que otorgará el Ministerio de Desarrollo e Inclusión Social para que estudien las carreras de contabilidad y administración, sin verse obligados a dejar sus comunidades.""]",
reltype:050,163,"[[""conformar"", 91], [""se conformar"", 25], [""conformar por"", 13], [""se conformar en"", 10], [""conformar en"", 7], [""conformar a"", 5], [""conformar para"", 4], [""conformar con"", 2]]","[""Perú: conforman primera brigada helitransportada para combatir los incendios forestales\nEl Servicio Nacional de Áreas Naturales Protegidas por el Estado (Sernanp) y la Fuerza Aérea del Perú (FAP) conformaron la primera brigada helitransportada de Perú para fortalecer la capacidad de respuesta ante la amenaza de incendios forestales en las áreas naturales protegidas del país."", ""El Servicio Nacional de Áreas Naturales Protegidas por el Estado (Sernanp) y la Fuerza Aérea del Perú (FAP) conformaron la primera brigada helitransportada de Perú para fortalecer la capacidad de respuesta ante la amenaza de incendios forestales en las áreas naturales protegidas del país."", ""PJ conforma comisión para identificar problemáticas en el sistema de justicia\nLa presidenta del Poder Judicial (PJ), Janet Tello, informó sobre la conformación de una comisión para identificar las problemáticas en dicho poder del Estado, con la finalidad de formular las recomendaciones por áreas de competencia de la Corte Suprema.""]",
reltype:051,160,"[[""acceder a"", 87], [""acceder para"", 22], [""acceder al"", 8], [""acceder de"", 6], [""acceder el a"", 6], [""acceder en"", 6], [""conectar con"", 4], [""acceder"", 3]]","[""Pensión 65: usuarios accederán a operaciones y otros servicios para mejor calidad de vida\nA diversos servicios para mejorar su calidad de vida, accederán los adultos mayores usuarios del programa Pensión 65 del Ministerio de Desarrollo e Inclusión Social (Midis), como operaciones oculares, capacitaciones para impulsar actividades económicas, equipos biomecánicos, generación de espacios para que promuevan sus habilidades ancestrales, entre otros."", ""Más de 40 comunidades nativas asentadas en la cuenca del río Santiago, en la provincia de Condorcanqui, región Amazonas, accederán a los servicios públicos y financieros que brinda el Banco de la Nación (BN) gracias a un convenio que suscribió esta entidad con el Capítulo Perú del Plan Binacional de Desarrollo de la Región Fronteriza Perú-Ecuador, Servicios Industriales de la Marina (Sima Perú) y el Gobierno Regional de Amazonas."", ""ONP: empleadores acceden a Seguro Riesgo Pensión con Págalo.pe desde S/ 59\nEn el Día Mundial de la Seguridad y Salud en el Trabajo la ONP facilita el acceso a este seguro, la Oficina de Normalización Previsional (ONP) habilitó una nueva modalidad de pago para la contratación del Seguro Complementario de Trabajo de Riesgo (SCTR) Pensión.""]",
reltype:052,158,"[[""ampliar"", 34], [""ampliar a"", 15], [""ampliar para"", 13], [""ampliar hasta"", 12], [""ampliar por"", 9], [""ampliar con"", 8], [""extender"", 7], [""ampliar en"", 6]]","[""“La red científica internacional del Censo Oceánico se enorgullece de colaborar con el Instituto Oceánico Schmidt para acelerar el descubrimiento de especies y ampliar nuestro conocimiento sobre la vida oceánica, en directo y en línea con la comunidad científica mundial”."", ""Ampliarán subsidio económico para ollas comunes La ministra de Desarrollo e Inclusión Social, Leslie Urteaga, informó que se ha dispuesto la ampliación del subsidio económico por más de 65 millones soles para los comedores y las ollas comunes de todo el país."", ""Ministerio de Trabajo amplía integrantes del grupo sectorial para mejora de EsSalud\nEl ministro de Trabajo y Promoción del Empleo, Daniel Maurate Romero, acogió el pedido de los gremios de los empleadores y trabajadores para incluir a sus representantes en el “Grupo de trabajo para la mejora de la gobernanza, la sostenibilidad financiera, integridad, transparencia y lucha contra la corrupción y de mejora de la calidad de los servicios de salud del Seguro Social de Salud (EsSalud)”.""]",
reltype:053,155,"[[""postular a"", 26], [""priorizar"", 17], [""postular"", 14], [""postular para"", 13], [""priorizacer"", 12], [""colocar durante"", 7], [""anticipar"", 6], [""priorizacer durante"", 6]]","[""Crecimiento de importaciones de bloqueadores, sombrillas y gorras anticipa verano positivo\nEl Instituto de Investigación y Desarrollo de Comercio Exterior de la Cámara de Comercio de Lima (Idexcam), anticipa una campaña de verano con buenas perspectivas para productos clave de temporada ante los resultados favorables de sus importaciones durante el periodo julio - octubre del presente año, con una expansión de 17% comparado con el mismo periodo del año anterior."", ""El Instituto de Investigación y Desarrollo de Comercio Exterior de la Cámara de Comercio de Lima (Idexcam), anticipa una campaña de verano con buenas perspectivas para productos clave de temporada ante los resultados favorables de sus importaciones durante el periodo julio - octubre del presente año, con una expansión de 17% comparado con el mismo periodo del año anterior."", ""Plataforma SONICS-PBI anticipa impactos de inundaciones fluviales en todo el país\nEl Servicio Nacional de Meteorología e Hidrología del Perú (Senamhi) presentó la plataforma SONICS-PBI, herramienta digital que fortalece la prevención y gestión del riesgo de desastres al brindar pronósticos basados en impactos frente a inundaciones fluviales a escala nacional.""]",
reltype:054,151,"[[""aclarar"", 51], [""elevar a"", 21], [""elevar"", 19], [""elevar para"", 8], [""evocar"", 6], [""acumular"", 5], [""evocar a"", 5], [""acumular en"", 3]]","[""Congreso: Salhuana aclaró información sobre el Centro de Modalidades Formativas\nEl presidente del Congreso, Eduardo Salhuana, desvirtuó esta mañana la información propalada en un programa dominical y replicada en los medios de comunicación respecto a la jefatura y las funciones del Centro de Modalidades Formativas de este poder del Estado."", ""Pronacej aclara que no tiene relación con centro de rehabilitación en Cieneguilla\nEl Programa Nacional de Centros Juveniles (Pronacej) aclaró que no tiene vínculo alguno con el centro de rehabilitación en Cieneguilla, del que se habría producido una fuga de internos, según reportes difundidos recientemente en redes sociales y algunos medios de comunicación."", ""El Programa Nacional de Centros Juveniles (Pronacej) aclaró que no tiene vínculo alguno con el centro de rehabilitación en Cieneguilla, del que se habría producido una fuga de internos, según reportes difundidos recientemente en redes sociales y algunos medios de comunicación.""]",
reltype:055,146,"[[""figurar entre"", 70], [""figurar"", 40], [""figurar en"", 10], [""figurar de"", 8], [""brillar en"", 5], [""batir en"", 3], [""calentar para"", 2], [""brillar con"", 1]]","[""Dirección Regional de Educación de Lima Provincias bate récord en proyectos de innovación\nLa Dirección Regional de Educación de Lima Provincias (DRELP) se convirtió en la gran revelación del Concurso Nacional de Proyectos de Innovación Educativa (CNPIE) 2026, organizado por el Ministerio de Educación, a través del Fondo Nacional de Desarrollo de la Educación Peruana (FONDEP), al registrar 243 proyectos de innovación educativa que le permitió escalar hasta el cuarto lugar del ranking nacional."", ""Lamine Yamal, de 18 años, brilló con luz propia y fue determinante en la gran temporada pasada cuajada por el Barcelona, al contribuir decisivamente a ganar LaLiga EA Sports, la Copa del Rey y la Supercopa de España; además de completar magníficas actuaciones con la selección española que dirige Luis de la Fuente."", ""Marie-Ange Nguci: estrella mundial del piano brillará en el Teatro Municipal de Lima\nEl Teatro Municipal de Lima será escenario de un extraordinario concierto el próximo 13 de noviembre, cuando la virtuosa pianista albanesa Marie-Ange Nguci se presente por primera vez en nuestro país, acompañada de la Filarmónica Teresa Quesada, bajo la batuta de Pablo Sabat.""]",
reltype:056,145,"[[""caber"", 137], [""sepa"", 4], [""caber ante"", 1], [""caber por"", 1], [""sepa en"", 1], [""sepultar en"", 1]]","[""Cabe destacar que la nueva junta directiva de la Federación Peruana de Levantamiento de Pesas celebró su primera reunión en el marco del Mundial Lima 2025."", ""Si bien Machu Picchu ratificó, en el primer bimestre de este año, por qué es el principal destino turístico de Perú al liderar el registro de visitas elaborado por el Ministerio de Comercio Exterior y Turismo (Mincetur), cabe preguntarse: ¿Qué otros destinos peruanos fueron los más visitados en ese periodo?, ¿Dónde se encuentran y en qué destacan?"", ""Cabe destacar que, el Programa Juntos del Ministerio de Desarrollo e Inclusión Social, promueve acciones en favor de las poblaciones en situación de vulnerabilidad, con el propósito de fortalecer sus habilidades y brindarles las herramientas necesarias para diseñar y alcanzar sus metas a futuro.""]",
reltype:057,144,"[[""acordar"", 80], [""acordar durante"", 20], [""se acordar"", 11], [""se acordar en"", 11], [""acordar en"", 10], [""acordar a"", 2], [""acordar tras"", 2], [""acordar al"", 1]]","[""Junta de Portavoces acuerda que canciller se presente ante Comisión de RR.EE."", ""La Junta de Portavoces del Congreso acordó hoy que el canciller Elmer Schialer se presente ante la Comisión de Relaciones Exteriores del Congreso y no ante el pleno, para informar sobre el asilo en Brasil de la ex primera dama Nadine Heredia, indicó el congresista Flavio Cruz, vocero de la bancada Perú Libre."", ""Banco Central de Reserva redujo su tasa de interés de referencia a 4.50%\nEl directorio del Banco Central de Reserva (BCR) acordó hoy reducir la tasa de interés de referencia en 25 puntos básicos hasta 4.50%.""]",
reltype:058,140,"[[""celebrar"", 26], [""celebrar en"", 25], [""celebrar con"", 22], [""se celebrar"", 20], [""celebrar para"", 12], [""celebrar al"", 9], [""se celebrar en"", 8], [""se celebrar con"", 7]]","[""“Celebro que esta nueva normativa responda a un trabajo técnico de los órganos que están adscritos al Ministerio de Economía y Finanzas , además del esfuerzo conjunto para saber escuchar a los usuarios, la sociedad civil y la ciudadanía."", ""Medio siglo de conservación y desarrollo sostenible celebran 5 áreas naturales protegidas\nEl Ministerio del Ambiente (Minam) y el Servicio Nacional de Áreas Naturales Protegidas por el Estado (Sernanp) presentaron hoy el lanzamiento oficial de las celebraciones por los 60 y 50 años de gestión de cinco Áreas Naturales Protegidas emblemáticas que atesoran un gran legado ecológico, son guardianas de una gran biodiversidad, de recursos vitales como el agua y el bosque, contribuyen a preservar una enorme riqueza cultural y apuestan por el desarrollo económico local sostenible."", ""Lee también: Archivo General de la Nación celebra 164 años y revela documentos históricos únicos “Vamos a darle una nueva orientación en investigación criminal, reforzando la inteligencia para tener este tipo de resultados (en referencia a la detención internacional de Miguel Rodríguez, alias \""Cuchillo\"" ).""]",
reltype:059,136,"[[""aseverar"", 94], [""asestar"", 23], [""aseverar durante"", 4], [""aspirar a"", 4], [""aseverar en"", 3], [""aseverar por"", 3], [""aseverar sobre"", 2], [""aseguren"", 1]]","[""Estos son los procuradores públicos y las instituciones a las que fueron designados: - Alan Rentería Lenin, procurador público de la Municipalidad Distrital de El Agustino (Lima) - Julio César Suárez Chalco, procurador público adjunto de la Superintendencia Nacional de Migraciones - Dann Alexander Coraje Aguila, procurador público adjunto del Ministerio de Salud - Abel Armando Avila Ocaña, procurador público del Gobierno Regional de San Martín - William Jesús Oblitas Villalobos, procurador público de la Municipalidad Metropolitana de Lima - William Alfredo Landeo Manrique, procurador público del Gobierno Regional del Callao - Jimmy Rodrigo Villavicencio Cano, procurador público del Gobierno Regional del Cusco - Paula Judith Navarro Barrios, procuradora pública de la Superintendencia Nacional de Migraciones - Moisés Basilio Arias Carrillo, procurador público de la Municipalidad Distrital de Alto de la Alianza (Tacna) - Edgar Roberto Gamarra Rodríguez, procurador público de la Municipalidad Distrital de Punchana (Loreto) - Francisco Javier Rodríguez Jiménez, procurador público de la Municipalidad Distrital de Punta Negra (Lima) - Enrique Aguilar Kalla, procurador público de la Municipalidad Distrital de Quellouno (Cusco) - Marco Antonio Álvarez Campos, procurador público de la Municipalidad Distrital de San Martín de Porres (Lima) - Diana Vanessa Muñoz Valle, procuradora pública de la Municipalidad Provincial de Chachapoyas (Amazonas) - John Alarcón Arteta, procurador público de la Municipalidad Provincial de Chucuito (Puno) - Efraín Ayala Tupia, procurador público de la Municipalidad Provincial de Vilcas Huamán (Ayacucho) - Boris Mijaíl Apaza Sucasa, procurador público de la Municipalidad Provincial de Yunguyo (Puno) - Jorge Arturo Andújar Moreno, procurador público de la Superintendencia Nacional de Educación Superior Universitaria En tal sentido, dispone que los titulares de las instituciones, municipalidades y gobiernos regionales implementen adecuadamente su órgano de defensa jurídica y aseguren la asignación de los recursos logísticos necesarios para el normal desempeño de las funciones del procurador que fue designado, conforme a lo dispuesto en la Décima Disposición Complementaria Final del Decreto Legislativo Nº 1326."", ""Personal de la Dirección de Medioambiente, de la Policía Nacional del Perú, y de la Dirección General de Capitanías y Guardacostas (Dicapi), de la Marina de Guerra del Perú, asestaron nuevamente un duro golpe a los mineros ilegales en la zona de Pampas Verdes, del distrito Yuyapichis (provincia Puerto Inca - Huánuco), donde se destruyeron retroexcavadoras y otros bienes usados en esa actividad ilícita Según informa la Presidencia del Consejo de Ministros (PCM), este operativo se desarrolló a finales de abril y permitió destruir este material para uso ilícito avaluado en 23 millones 904,700 soles."", ""Fuerzas del orden asestan duro golpe a remanentes de Sendero Luminoso\nEl Comando Especial del Valle de los Ríos Apurímac, Ene y Mantaro (Vraem) y la Policía Nacional del Perú (PNP) asestaron un duro golpe a la organización terrorista Sendero Luminoso.""]",
reltype:060,130,"[[""alertar"", 32], [""alertar a"", 19], [""alertar sobre"", 18], [""notificar al"", 11], [""alertar en"", 7], [""notificar a"", 6], [""se notificar"", 5], [""alertar para"", 3]]","[""Alerta en Arequipa por incendios forestales y COER pide apoyo del Ejército para sofocarlos\nEl incendio forestal que se registra desde el domingo 16 de noviembre en el distrito de Chiguata, en Arequipa, aún no puede ser controlado por las entidades de primera respuesta, por lo que un equipo técnico del Centro de Operaciones de Emergencia Regional (COER) Arequipa, se desplazó hacia el lugar para apoyar las labores de control del siniestro."", ""Alerta en Lambayeque: evacuación preventiva en Chongoyape ante activación de quebradas\nAnte el peligro inminente generado por las intensas lluvias registradas en la parte alta de la región Lambayeque, el Gobierno Regional, a través del Centro de Operaciones de Emergencia Regional Lambayeque (COER), ejecutó la evacuación preventiva de tres familias asentadas en el sector Majín – Yaipón, en el distrito de Chongoyape, región Lambayeque."", ""“En nuestro comunicado precedente alertamos tener cuidado, como lo hacemos ahora, sin que eso comprometa la actuación de ninguna organización política en contienda y menos a las autoridades del sistema electoral”, agregó.""]",
reltype:061,130,"[[""prevenir para"", 32], [""evitar para"", 19], [""impedir"", 17], [""prevenir en"", 13], [""evitar"", 11], [""prevenir"", 10], [""impedir a"", 4], [""evitar con"", 3]]","[""“No podemos evitar la ocurrencia de fenómenos naturales, pero sí podemos prevenir y capacitarnos para reducir su impacto y evitar que esos fenómenos se conviertan en desastres”, resaltó Astudillo durante la inauguración del Taller de Capacitación en Gestión de Riesgos de Desastres en la provincia de Urubamba, Cusco."", ""Mantener un nivel de sodio correcto en la sangre evita que nuestro cuerpo retenga agua, lo que provoca el aumento de la presión arterial."", ""Un golazo de Lionel Messi evita la derrota de un Inter Miami herido que empató 3-3\nLionel Messi firmó un golazo de falta directa en el minuto 87 e impulsó una diana del venezolano Telasco Segovia en el 95 para remontar un 1-3 y rescatar un punto para un Inter Miami que sigue herido, tras ganar solo uno de sus últimos ocho partidos, pero vivo en la MLS estadounidense.""]",
reltype:062,126,"[[""beneficiar a"", 65], [""se beneficiar con"", 23], [""beneficiar"", 10], [""beneficiar con"", 8], [""beneficiar en"", 4], [""beneficiar por"", 4], [""beneficiar segun"", 3], [""se beneficiar de"", 3]]","[""Jefe del Gabinete Ministerial: Ley MAPE debe beneficiar toda la ciudadanía\nEl presidente del Consejo de Ministros, Eduardo Arana, exhortó al Congreso a que la próxima Ley de la Pequeña Minería y de la Minería Artesanal (MAPE) sea una norma que beneficie a los mineros, pero, sobre todo, a la ciudadanía."", ""La carretera no solo beneficiará la conectividad, sino también el desarrollo económico, así lo indicó el ministro César Sandoval: “ Este gran proyecto conectará con nodos estratégicos de exportación, como el terminal portuario General San Martín en Pisco, y el Puerto del Callao, reduciendo los costos logísticos que abrirán nuevas oportunidades de desarrollo económico y social ”."", ""m., y contará con la presencia del alcalde de Lima, Rafael López Aliaga, y del alcalde de La Molina, Diego Uceda, quien fue el principal gestor de esta iniciativa que beneficiará la economía y calidad de vida de sus vecinos.""]",
reltype:063,118,"[[""financiar para"", 43], [""financiar con"", 16], [""financiar"", 14], [""se financiar con"", 8], [""financiar hasta"", 6], [""financiar en"", 5], [""financiar por"", 5], [""se financiar al"", 5]]","[""Fondoempleo , entidad creada por el Decreto Legislativo Nº 892, tiene como propósito financiar proyectos que fomenten el desarrollo de competencias, las mejoras de la empleabilidad, la productividad laboral y los ingresos de los trabajadores del país, contribuyendo así al desarrollo socioeconómico del Perú y al fortalecimiento de su capital humano."", ""MEF financiará inversión para mejorar el servicio de inocuidad agroalimentaria del Senasa\nEl MEF aprobó la operación de endeudamiento externo con el Banco Interamericano de Desarrollo (BID) para financiar parcialmente el proyecto de inversión “Mejoramiento del servicio de inocuidad agroalimentaria del Senasa\""."", ""Este beneficio financia íntegramente carreras técnicas y universitarias demandadas por el mercado laboral, ofrecidas en instituciones licenciadas por la Superintendencia Nacional de Educación Superior Universitaria (Sunedu), Ministerio de Educación (Minedu) o registradas por ley, como el Senati, Servicio Nacional de Capacitación para la Industria de la Construcción (Sencico) y Centro de Formación en Turismo (Cenfotur).""]",
reltype:064,117,"[[""jugar en"", 34], [""se jugar en"", 25], [""se jugar desde"", 16], [""jugar"", 5], [""jugar a"", 5], [""jugar ante"", 5], [""jugar del"", 5], [""se jugar ante"", 5]]","[""El Cusco FC jugará la fase de grupos de la Copa Libertadores 2026 al derrotar 2-0 a Sporting Cristal en el partido de vuelta del playoff final por el cupo Perú 2, que se disputó este domingo en el Estadio Inca Garcilaso de la Vega de la Ciudad Imperial."", ""Universitario juega este jueves (19:00 horas de Perú) un partido clave en sus aspiraciones de seguir con vida en la Copa Libertadores, cuando enfrente a Coquimbo Unido en el estadio Francisco Sánchez Rumoroso, donde los cremas necesitan ganar en esta cuarta fecha del Grupo B."", ""El partido más importante de la jornada 15 del Torneo Apertura lo jugarán Alianza Lima y Cienciano, el sábado 16 de mayo (17:45 horas), en el Estadio Inca Garcilaso de la Vega, donde ambos ponen en juego sus posibilidades.""]",
reltype:065,113,"[[""capturar a"", 52], [""capturar en"", 24], [""capturar por"", 7], [""capturar tras"", 7], [""capturar"", 6], [""capturan a"", 5], [""capturar al"", 3], [""capturar para"", 2]]","[""Lee también: Publican cuadro de méritos para ascensos en la Policía Nacional: mira aquí los nombres De acuerdo con la tesis de la Fiscalía Provincial Corporativa Especializada contra la Criminalidad Organizada (Equipo 3) de Lima Noroeste, los integrantes de la presunta red criminal habrían captado, trasladado y acogido a mujeres y menores de edad para explotarlas sexualmente , aprovechándose de su situación de vulnerabilidad."", ""ATU y PNP capturan minivan que acumula más de S/ 500 mil en multas\nLa Autoridad de Transporte Urbano para Lima y Callao (ATU) junto a la Policía Nacional del Perú (PNP) realizaron operativos de fiscalización en los distritos de San Isidro, Comas y La Molina, donde se envió 28 unidades al depósito, de los cuales, 21 brindaban el servicio sin autorización."", ""Ucayali: Autoridades capturan a presuntos miembros de banda “Los capibara”\nLa Fiscalía Especializada contra el Crimen Organizado de Ucayali y la Policía Nacional del Perú capturaron a cuatro presuntos integrantes de la organización criminal “Los capibara”, sindicada de cometer secuestros, extorsiones y asesinatos en la selva central del país.""]",
reltype:066,112,"[[""creer"", 48], [""creer en"", 18], [""confiar en"", 11], [""concientizar para"", 10], [""confiar"", 9], [""creer con"", 9], [""creer al"", 2], [""creer para"", 2]]","[""Esta fecha instituida en la Conferencia de las Naciones Unidas sobre Medio Ambiente y Desarrollo efectuada en Río de Janeiro, Brasil en junio de 1992, tiene como objetivo concientizar a la población e impulsar acciones que permitan hacer frente a la crisis del agua y el saneamiento."", ""Cajamarca: escolares participan en concurso sobre prevención de incendios forestales\nCasi 400 escolares de la región Cajamarca participó en el Tercer Concurso de Creación y Declamación de Poesía 'Alzo mi voz', organizado por la Oficina de Defensa Nacional del gobierno regional (Gore) cajamarquino, para concientizar a los estudiantes y padres de familia respecto a la prevención de incendios forestales."", ""Casi 400 escolares de la región Cajamarca participó en el Tercer Concurso de Creación y Declamación de Poesía 'Alzo mi voz', organizado por la Oficina de Defensa Nacional del gobierno regional (Gore) cajamarquino, para concientizar a los estudiantes y padres de familia respecto a la prevención de incendios forestales.""]",
reltype:067,111,"[[""afectar"", 54], [""afectar de"", 7], [""afectar a"", 6], [""afectar al"", 6], [""causar a"", 6], [""afectar en"", 5], [""causar"", 5], [""afectar el"", 4]]","[""Amenaza El ministro Astudillo afirmó que \""la minería ilegal es una de las amenazas que afectan la seguridad del país y no solo la seguridad, sino también al desarrollo."", ""En ese sentido, precisa que esta comisión, de carácter permanente, estará encargada de coordinar, proponer y dar seguimiento a los acuerdos y acciones en torno a las estrategias y medidas específicas en el marco de las competencias de las entidades involucradas para la prevención de conflictividad electoral violenta que pudiera afectar el normal desarrollo de los procesos electorales."", ""Respecto a la nicotina, la institución explicó que esta sustancia es altamente adictiva y puede afectar la salud y el desarrollo de los adolescentes.""]",
reltype:068,111,"[[""lamentar"", 60], [""sufrir"", 17], [""sufrir en"", 12], [""lamentar en"", 6], [""sufrir durante"", 6], [""pesar sobre"", 2], [""sufrir de"", 2], [""sufrir por"", 2]]","[""Adrianzén lamentó también la decisión de la Junta de Portavoces del Congreso de la República de no autorizar la presentación del ministro de Relaciones Exteriores, Elmer Schialer, quien por iniciativa propia propuso explicar las condiciones de la entrega de dichos salvoconductos."", ""La OEA destaca que el papa Francisco fue \""una guía permanente para todos\""\nLa Organización de los Estados Americanos (OEA) lamentó este lunes la muerte del papa Francisco y señaló que el pontífice fue \""alguien cuya dimensión humana fue una guía permanente para todos\""."", ""La Organización de los Estados Americanos (OEA) lamentó este lunes la muerte del papa Francisco y señaló que el pontífice fue \""alguien cuya dimensión humana fue una guía permanente para todos\"".""]",
reltype:069,110,"[[""reflejar"", 97], [""se reflejar en"", 5], [""se reflejar de"", 3], [""reflejar en"", 2], [""reflejar a"", 1], [""reflejar de"", 1], [""se reflejar"", 1]]","[""Esta cifra, basada en los reportes de la Superintendencia Nacional de Migraciones , refleja también una recuperación del 72.2% respecto a los niveles alcanzados antes de la pandemia, en el primer trimestre del 2019."", ""“Estas inversiones reflejan el compromiso del gobierno de la presidenta Dina Boluarte con el desarrollo territorial, la reactivación económica y el cierre de brechas."", ""Este reconocimiento refleja su interés por contribuir al fortalecimiento de una administración pública eficiente y al desarrollo del sector agrario en el país”, se lee en el diploma de reconocimiento de Ismael Salazar, el mismo que le fue entregado por el ministro de Agricultura, Ángel Manero, y el secretario general del sector, Walter Rojas.""]",
